date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:24:31	94102/94102	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Sep%202021%2007:24:28%20GMT	https://ginomallare.wordpress.com/2015/05/16/mark-gracey/	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/ginomallare.wordpress.com/2015/05/16/mark-gracey/index.html	(from https://ginomallare.wordpress.com/)
15:24:32	405508/405508	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Dec%202015%2012:49:51%20GMT	https://ginomallare.files.wordpress.com/2015/05/dsc_7515.jpg?w=980&h=980&crop=1	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/ginomallare.files.wordpress.com/2015/05/dsc_7515a492.jpg	(from https://ginomallare.wordpress.com/)
15:24:32	861855/861855	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Dec%202015%2012:10:22%20GMT	https://ginomallare.files.wordpress.com/2015/05/dsc_0320-edit.jpg?w=980&h=980&crop=1	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/ginomallare.files.wordpress.com/2015/05/dsc_0320-edita492.jpg	(from https://ginomallare.wordpress.com/)
15:24:32	868/868	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ffc31a9-465%22	https://s1.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgroho.js?m=1610363240h	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/s1.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgrohodc5c.js	(from https://ginomallare.wordpress.com/)
15:24:32	43546/43546	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260f52066-aa1a%22	https://s1.wp.com/_static/??/wp-content/js/jquery/jquery.autoresize.js,/wp-content/mu-plugins/highlander-comments/script.js?m=1626677336j	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/s1.wp.com/_static/indexeb49.html	(from https://ginomallare.wordpress.com/)
15:24:32	98316/98316	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Sep%202021%2007:24:31%20GMT	https://ginomallare.wordpress.com/2015/05/16/bnw-challenge/	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/ginomallare.wordpress.com/2015/05/16/bnw-challenge/index.html	(from https://ginomallare.wordpress.com/)
15:24:33	47692/47692	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2021%20Sep%202021%2007:24:31%20GMT	https://ginomallare.wordpress.com/GET	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/ginomallare.wordpress.com/GET	(from https://ginomallare.wordpress.com/)
15:24:33	15458/15458	---MCZ	200	added ('OK')	text/css	etag:W/%2261439ab3-4620%22	https://s0.wp.com/wp-content/mu-plugins/actionbar/actionbar.css?v=20210915	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/s0.wp.com/wp-content/mu-plugins/actionbar/actionbar2866.css	(from https://ginomallare.wordpress.com/)
15:24:33	21416/21416	---MCZ	200	added ('OK')	application/javascript	etag:W/%226148e108-66cd%22	https://s0.wp.com/wp-content/mu-plugins/actionbar/actionbar.js?v=20210920	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/s0.wp.com/wp-content/mu-plugins/actionbar/actionbar5efb.js	(from https://ginomallare.wordpress.com/)
15:24:34	10816/10816	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261376814-2a40%22	http://stats.wp.com/w.js?62	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/stats.wp.com/w44f6.js	(from https://ginomallare.wordpress.com/)
15:24:34	584/584	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2021%20Sep%202021%2007:24:32%20GMT	https://ginomallare.wordpress.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/ginomallare.wordpress.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	(from https://ginomallare.wordpress.com/)
15:24:35	43/43	---M--	200	added ('OK')	image/gif	date:Tue,%2021%20Sep%202021%2007:24:33%20GMT	https://pixel.wp.com/b.gif?v=noscript	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/pixel.wp.com/b0b80.gif	(from https://ginomallare.wordpress.com/)
15:24:35	1984/1984	---M--	200	added ('OK')	image/png	etag:%2256456473-7c0%22	https://s0.wp.com/wp-content/mu-plugins/highlander-comments/images/postto-buttons.png	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/s0.wp.com/wp-content/mu-plugins/highlander-comments/images/postto-buttons.png	(from https://s0.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1625210320h&cssminify=yes)
15:24:35	1232/1232	---M--	200	added ('OK')	image/gif	etag:%225644e730-4d0%22	https://s0.wp.com/wp-content/mu-plugins/highlander-comments/images/button-back.gif	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/s0.wp.com/wp-content/mu-plugins/highlander-comments/images/button-back.gif	(from https://s0.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1625210320h&cssminify=yes)
15:24:36	1232/1232	---M--	200	added ('OK')	image/gif	etag:%225644e730-4d0%22	https://s0.wp.com/wp-content/mu-plugins/highlander-comments/images/button-back-over.gif	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/s0.wp.com/wp-content/mu-plugins/highlander-comments/images/button-back-over.gif	(from https://s0.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1625210320h&cssminify=yes)
15:24:36	10819/10819	---M--	200	added ('OK')	image/gif	etag:%22564a4c33-2a43%22	https://s0.wp.com/wp-content/mu-plugins/highlander-comments/images/loader.gif	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/s0.wp.com/wp-content/mu-plugins/highlander-comments/images/loader.gif	(from https://s0.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1625210320h&cssminify=yes)
15:24:37	964/964	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%227bc04b6ff5aaad3d5d09ee76a1c46f76%22	https://ginomallare.wordpress.com/2015/05/16/mark-gracey/feed/	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/ginomallare.wordpress.com/2015/05/16/mark-gracey/feed/index.html	(from https://ginomallare.wordpress.com/2015/05/16/mark-gracey/)
15:24:38	35533/35533	---MCZ	200	added ('OK')	text/html	etag:W/%2236cd213ea223e127ef7d2a231c91e144%22	https://ginomallare.wordpress.com/2015/05/16/mark-gracey/amp/	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/ginomallare.wordpress.com/2015/05/16/mark-gracey/amp/index.html	(from https://ginomallare.wordpress.com/2015/05/16/mark-gracey/)
15:24:38	1377/1377	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2021%20Sep%202021%2007:24:37%20GMT	https://ginomallare.files.wordpress.com/2015/05/mng-1-2.jpg	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/ginomallare.files.wordpress.com/2015/05/mng-1-2.19.delayed	(from https://ginomallare.wordpress.com/2015/05/16/mark-gracey/)
15:24:38	2045624/2045624	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Dec%202015%2012:10:22%20GMT	https://ginomallare.files.wordpress.com/2015/05/dsc_0320-edit.jpg?w=1500&h=994&crop=1	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/ginomallare.files.wordpress.com/2015/05/dsc_0320-editb82b.jpg	(from https://ginomallare.wordpress.com/2015/05/16/mark-gracey/)
15:24:39	719166/719166	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Dec%202015%2012:10:22%20GMT	https://ginomallare.files.wordpress.com/2015/05/dsc_0320-edit.jpg?w=1058&h=700	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/ginomallare.files.wordpress.com/2015/05/dsc_0320-edit4c13.jpg	(from https://ginomallare.wordpress.com/2015/05/16/mark-gracey/)
15:24:39	564272/564272	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Dec%202015%2012:10:15%20GMT	https://ginomallare.files.wordpress.com/2015/05/dsc_0255.jpg?w=1058&h=700	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/ginomallare.files.wordpress.com/2015/05/dsc_02554c13.jpg	(from https://ginomallare.wordpress.com/2015/05/16/mark-gracey/)
15:24:40	384040/384040	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Dec%202015%2012:10:00%20GMT	https://ginomallare.files.wordpress.com/2015/05/dsc_0287.jpg?w=1058&h=700	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/ginomallare.files.wordpress.com/2015/05/dsc_02874c13.jpg	(from https://ginomallare.wordpress.com/2015/05/16/mark-gracey/)
15:24:41	251872/251872	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Dec%202015%2012:10:04%20GMT	https://ginomallare.files.wordpress.com/2015/05/dsc_0489.jpg?w=768	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/ginomallare.files.wordpress.com/2015/05/dsc_04896410.jpg	(from https://ginomallare.wordpress.com/2015/05/16/mark-gracey/)
15:24:41	164317/164317	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Dec%202015%2012:09:51%20GMT	https://ginomallare.files.wordpress.com/2015/05/dsc_0687.jpg?w=768	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/ginomallare.files.wordpress.com/2015/05/dsc_06876410.jpg	(from https://ginomallare.wordpress.com/2015/05/16/mark-gracey/)
15:24:41	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2021%20Sep%202021%2007:24:40%20GMT	https://ginomallare.wordpress.com/2015/05/16/mark-gracey/?share=twitter	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/ginomallare.wordpress.com/2015/05/16/mark-gracey/index9a7b.html	(from https://ginomallare.wordpress.com/2015/05/16/mark-gracey/)
15:24:42	47750/47750	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2021%20Sep%202021%2007:24:40%20GMT	https://ginomallare.wordpress.com/2015/05/16/mark-gracey/GET	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/ginomallare.wordpress.com/2015/05/16/mark-gracey/GET	(from https://ginomallare.wordpress.com/2015/05/16/mark-gracey/)
15:24:44	32095/32095	---MCZ	200	added ('OK')	text/css	etag:W/%22613669c5-7d5f%22	https://s0.wp.com/_static/??/wp-content/mu-plugins/carousel/swiper-bundle.css,/wp-content/mu-plugins/carousel/jetpack-carousel.css?m=1630955947j&cssminify=yes	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/s0.wp.com/_static/index9467.html	(from https://ginomallare.wordpress.com/2015/05/16/mark-gracey/)
15:24:44	52702/52702	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Sep%202021%2007:24:41%20GMT	https://ginomallare.wordpress.com/author/ginomallare/	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/ginomallare.wordpress.com/author/ginomallare/index.html	(from https://ginomallare.wordpress.com/2015/05/16/mark-gracey/)
15:24:44	50175/50175	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Sep%202021%2007:24:41%20GMT	https://ginomallare.wordpress.com/category/prenup/	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/ginomallare.wordpress.com/category/prenup/index.html	(from https://ginomallare.wordpress.com/2015/05/16/mark-gracey/)
15:24:44	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2021%20Sep%202021%2007:24:40%20GMT	https://ginomallare.wordpress.com/2015/05/16/mark-gracey/?share=facebook	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/ginomallare.wordpress.com/2015/05/16/mark-gracey/index5a58.html	(from https://ginomallare.wordpress.com/2015/05/16/mark-gracey/)
15:24:44	1821/1821	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%227bc04b6ff5aaad3d5d09ee76a1c46f76%22	https://ginomallare.wordpress.com/2015/05/16/bnw-challenge/feed/	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/ginomallare.wordpress.com/2015/05/16/bnw-challenge/feed/index.html	(from https://ginomallare.wordpress.com/2015/05/16/bnw-challenge/)
15:24:45	38738/38738	---MCZ	200	added ('OK')	text/html	etag:W/%2236cd213ea223e127ef7d2a231c91e144%22	https://ginomallare.wordpress.com/2015/05/16/bnw-challenge/amp/	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/ginomallare.wordpress.com/2015/05/16/bnw-challenge/amp/index.html	(from https://ginomallare.wordpress.com/2015/05/16/bnw-challenge/)
15:24:45	699648/699648	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Dec%202015%2012:49:51%20GMT	https://ginomallare.files.wordpress.com/2015/05/dsc_7515.jpg?w=1500&h=994&crop=1	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/ginomallare.files.wordpress.com/2015/05/dsc_7515b82b.jpg	(from https://ginomallare.wordpress.com/2015/05/16/bnw-challenge/)
15:24:46	240376/240376	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Dec%202015%2012:49:38%20GMT	https://ginomallare.files.wordpress.com/2015/05/10548142_10203126214456116_4442925359538510851_o.jpg?w=1058&h=587	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/ginomallare.files.wordpress.com/2015/05/10548142_10203126214456116_4442925359538510851_oe815.jpg	(from https://ginomallare.wordpress.com/2015/05/16/bnw-challenge/)
15:24:47	352340/352340	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Dec%202015%2012:49:47%20GMT	https://ginomallare.files.wordpress.com/2015/05/1978560_10203120947724451_8975632918380019757_o.jpg?w=1058&h=700	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/ginomallare.files.wordpress.com/2015/05/1978560_10203120947724451_8975632918380019757_o4c13.jpg	(from https://ginomallare.wordpress.com/2015/05/16/bnw-challenge/)
15:24:47	206786/206786	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Dec%202015%2012:49:50%20GMT	https://ginomallare.files.wordpress.com/2015/05/10542080_10203114201315795_8977939488165743053_o.jpg?w=700&h=463	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/ginomallare.files.wordpress.com/2015/05/10542080_10203114201315795_8977939488165743053_o899e.jpg	(from https://ginomallare.wordpress.com/2015/05/16/bnw-challenge/)
15:24:48	433261/433261	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Dec%202015%2012:49:52%20GMT	https://ginomallare.files.wordpress.com/2015/05/10708702_10203097105088400_5398909783188822889_o-1.jpg?w=1058&h=700	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/ginomallare.files.wordpress.com/2015/05/10708702_10203097105088400_5398909783188822889_o-14c13.jpg	(from https://ginomallare.wordpress.com/2015/05/16/bnw-challenge/)
15:24:49	345086/345086	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Dec%202015%2012:49:51%20GMT	https://ginomallare.files.wordpress.com/2015/05/dsc_7515.jpg?w=1058&h=700	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/ginomallare.files.wordpress.com/2015/05/dsc_75154c13.jpg	(from https://ginomallare.wordpress.com/2015/05/16/bnw-challenge/)
15:24:49	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2021%20Sep%202021%2007:24:47%20GMT	https://ginomallare.wordpress.com/2015/05/16/bnw-challenge/?share=twitter	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/ginomallare.wordpress.com/2015/05/16/bnw-challenge/index9a7b.html	(from https://ginomallare.wordpress.com/2015/05/16/bnw-challenge/)
15:24:49	47754/47754	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2021%20Sep%202021%2007:24:48%20GMT	https://ginomallare.wordpress.com/2015/05/16/bnw-challenge/GET	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/ginomallare.wordpress.com/2015/05/16/bnw-challenge/GET	(from https://ginomallare.wordpress.com/2015/05/16/bnw-challenge/)
15:24:53	50184/50184	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Sep%202021%2007:24:49%20GMT	https://ginomallare.wordpress.com/category/landscape/	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/ginomallare.wordpress.com/category/landscape/index.html	(from https://ginomallare.wordpress.com/2015/05/16/bnw-challenge/)
15:24:53	98445/98445	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Sep%202021%2007:24:48%20GMT	https://ginomallare.wordpress.com/2015/05/16/bnw-challenge/?like_comment=1&_wpnonce=726450f578	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/ginomallare.wordpress.com/2015/05/16/bnw-challenge/index7610.html	(from https://ginomallare.wordpress.com/2015/05/16/bnw-challenge/)
15:24:53	344/344	---MCZ	200	added ('OK')	text/plain	date:Tue,%2021%20Sep%202021%2007:24:48%20GMT	https://s1.wp.com/robots.txt		(from https://ginomallare.wordpress.com/)
15:24:53	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2021%20Sep%202021%2007:24:48%20GMT	https://ginomallare.wordpress.com/2015/05/16/bnw-challenge/?share=facebook	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/ginomallare.wordpress.com/2015/05/16/bnw-challenge/index5a58.html	(from https://ginomallare.wordpress.com/2015/05/16/bnw-challenge/)
15:24:54	98386/98386	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Sep%202021%2007:24:52%20GMT	https://ginomallare.wordpress.com/2015/05/16/bnw-challenge/?replytocom=1	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/ginomallare.wordpress.com/2015/05/16/bnw-challenge/index6809.html	(from https://ginomallare.wordpress.com/2015/05/16/bnw-challenge/)
15:24:54	275547/275547	---M--	200	added ('OK')	text/javascript	etag:%224534756368ecc639%22	https://cdn.ampproject.org/v0.js	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/cdn.ampproject.org/v0.js	(from https://ginomallare.wordpress.com/2015/05/16/mark-gracey/amp/)
15:24:54	72876/72876	---M--	200	added ('OK')	text/javascript	etag:%226d2dec9f8c8f3593%22	https://cdn.ampproject.org/v0/amp-ad-0.1.js	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/cdn.ampproject.org/v0/amp-ad-0.1.js	(from https://ginomallare.wordpress.com/2015/05/16/mark-gracey/amp/)
15:24:54	52719/52719	---M--	200	added ('OK')	text/javascript	etag:%22fa82c40441079d5c%22	https://cdn.ampproject.org/v0/amp-consent-0.1.js	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/cdn.ampproject.org/v0/amp-consent-0.1.js	(from https://ginomallare.wordpress.com/2015/05/16/mark-gracey/amp/)
15:24:55	8623/8623	---M--	200	added ('OK')	text/javascript	etag:%22944ef0b83e334344%22	https://cdn.ampproject.org/v0/amp-geo-0.1.js	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/cdn.ampproject.org/v0/amp-geo-0.1.js	(from https://ginomallare.wordpress.com/2015/05/16/mark-gracey/amp/)
15:24:55	15448/15448	---M--	200	added ('OK')	text/javascript	etag:%228eb5e697ae90db39%22	https://cdn.ampproject.org/v0/amp-social-share-0.1.js	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/cdn.ampproject.org/v0/amp-social-share-0.1.js	(from https://ginomallare.wordpress.com/2015/05/16/mark-gracey/amp/)
15:24:56	0/0	---M--	200	added ('OK')	image/png	etag:%225f907e3c-0%22	https://s2.wp.com/wp-content/plugins/amp-2.0/assets/images/placeholder-icon.png	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/s2.wp.com/wp-content/plugins/amp-2.0/assets/images/placeholder-icon.2b.delayed	(from https://ginomallare.wordpress.com/2015/05/16/mark-gracey/amp/)
15:24:56	11024/11024	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225efca45a-2b10%22	https://ginomallare.wordpress.com/wp-content/mu-plugins/social-logos/social-logos.eot?5d3b4da4f6c2460dd842dbf9e0992ea6	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/ginomallare.wordpress.com/wp-content/mu-plugins/social-logos/social-logosc8bb.eot	(from https://ginomallare.wordpress.com/2015/05/16/mark-gracey/amp/)
15:24:57	7012/7012	---M--	200	added ('OK')	application/font-woff	etag:%225efca45a-1b64%22	https://ginomallare.wordpress.com/wp-content/mu-plugins/social-logos/social-logos.woff	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/ginomallare.wordpress.com/wp-content/mu-plugins/social-logos/social-logos.woff	(from https://ginomallare.wordpress.com/2015/05/16/mark-gracey/amp/)
15:24:57	10840/10840	---MCZ	200	added ('OK')	application/font-ttf	etag:W/%225efca45a-2a58%22	https://ginomallare.wordpress.com/wp-content/mu-plugins/social-logos/social-logos.ttf?5d3b4da4f6c2460dd842dbf9e0992ea6	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/ginomallare.wordpress.com/wp-content/mu-plugins/social-logos/social-logosc8bb.ttf	(from https://ginomallare.wordpress.com/2015/05/16/mark-gracey/amp/)
15:24:57	43/43	---M--	200	added ('OK')	image/gif	date:Tue,%2021%20Sep%202021%2007:24:56%20GMT	https://pixel.wp.com/b.gif?rand=RANDOM&host=ginomallare.wordpress.com&ref=DOCUMENT_REFERRER&amp=1&blog=91618642&v=wpcom&tz=0&user_id=0&post=26&subd=ginomallare	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/pixel.wp.com/bf2f5.gif	(from https://ginomallare.wordpress.com/2015/05/16/mark-gracey/amp/)
15:24:57	43/43	---M--	200	added ('OK')	image/gif	date:Tue,%2021%20Sep%202021%2007:24:56%20GMT	https://pixel.wp.com/b.gif?rand=RANDOM&v=wpcom-no-pv&crypt=UE5XaGUuOTlwaD85flAmcm1mcmZsaDhkV11YdWFnNncxc1tjZG9XVXhRQy0zcWhIRkllQ2k%2FOWclVlYsW2liPX5lcnJILHpdQkUtMkhac011PVNubzQ0NXZ4OEhPRW5mTnRYOWRrM1Z2W01ybC5KLzJPJVZpdlJ3YnJbdkEzLmo1cFN8VjNQR3RMQ21WdG5LS0ZaTjJITDJDPWduR05IdlFfRGR2TytsSnlIPVVpW2pdamlOXW9IPXhbPyVYTnB3WSVlJlBwQ0dW	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/pixel.wp.com/b63ca.gif	(from https://ginomallare.wordpress.com/2015/05/16/mark-gracey/amp/)
15:24:58	11924/11924	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22192f535e872e9ed69509ce8ee8d62de4%22	https://ginomallare.wordpress.com/category/prenup/feed/	C:/Users/Gino/Desktop/Website%20Clone/TestGinoMallare/ginomallare.wordpress.com/category/prenup/feed/index.html	(from https://ginomallare.wordpress.com/category/prenup/)
